educ,wrkstat,income,alcmon,verep,analwt_c2,bngdrkmon,coutyp4,catag3,vestr,mrjmon,mrjflag,irsex2,YearNew
4,1,3,0,1,3279,0,2,3,40009,0,0,0,1
2,1,1,1,1,1665,1,1,2,40009,1,1,1,1
3,1,4,1,1,3264,1,1,2,40009,1,1,1,1
1,1,4,0,1,2023,0,2,2,40009,0,0,0,1
4,1,4,1,1,5029,1,2,4,40009,0,1,0,1
2,1,1,0,1,11233,0,3,4,40009,0,1,1,1
3,4,4,0,1,4113,0,1,2,40009,0,0,1,1
3,4,1,1,1,12386,0,2,5,40009,0,0,0,1
4,1,4,1,1,4964,0,2,4,40009,0,0,0,1
3,4,4,0,1,2304,0,2,2,40009,0,0,1,1
3,4,4,1,1,2573,1,1,2,40009,0,1,1,1
3,1,3,0,1,883,0,1,2,40009,0,0,0,1
4,1,4,0,1,7906,0,1,3,40009,0,0,1,1
2,2,4,1,1,2935,1,1,3,40009,0,1,1,1
4,1,4,1,1,4717,1,2,4,40009,0,1,0,1
3,4,1,1,1,556,0,2,2,40009,1,1,1,1
4,3,2,0,1,3363,0,1,2,40009,0,1,0,1
2,1,4,1,1,4844,0,3,3,40009,0,0,1,1
4,1,2,0,1,2475,0,2,2,40009,0,1,1,1
3,4,3,0,1,3135,0,2,3,40009,0,0,0,1
2,3,3,0,1,831,0,2,2,40009,0,0,0,1
3,4,4,1,1,38167,0,2,5,40009,0,0,1,1
1,1,2,0,1,3747,0,2,4,40009,0,1,0,1
4,4,3,0,1,3832,0,2,3,40009,0,0,1,1
4,2,4,0,1,4934,0,1,4,40009,0,1,1,1
4,1,1,1,1,12487,1,1,5,40009,0,1,1,1
3,2,1,0,1,22289,0,1,5,40009,0,0,1,1
4,1,4,1,1,13717,0,2,5,40009,0,0,1,1
3,1,2,0,1,2462,0,2,3,40009,0,0,1,1
4,4,1,1,1,2407,0,2,2,40009,0,1,1,1
4,2,2,1,1,6644,1,1,4,40009,0,0,0,1
2,1,4,1,1,26041,0,1,5,40009,0,0,0,1
3,3,2,0,1,3807,0,1,4,40009,1,1,0,1
3,1,4,1,1,10112,1,2,4,40009,0,1,0,1
4,4,2,0,1,11684,0,3,5,40009,0,0,0,1
3,1,2,0,1,3743,0,1,2,40009,0,1,1,1
3,2,3,1,1,1092,1,1,2,40009,0,0,1,1
2,4,1,0,1,3602,0,3,5,40009,0,0,1,1
2,4,2,0,1,1503,0,3,2,40009,0,0,0,1
2,2,2,0,1,3816,0,1,4,40009,0,1,1,1
4,1,4,1,1,4588,0,2,4,40009,0,0,1,1
4,1,4,1,1,9240,0,2,5,40009,0,0,0,1
2,1,3,1,1,13468,1,3,5,40009,0,1,1,1
4,1,4,1,1,7035,0,1,4,40009,0,0,1,1
1,4,1,0,1,19005,0,2,5,40009,0,0,1,1
4,4,1,1,1,23356,1,1,5,40009,0,0,1,1
1,4,1,0,1,14617,0,1,4,40009,0,0,0,1
4,1,2,1,1,8214,1,3,3,40009,1,1,1,1
4,3,2,1,1,5752,1,1,3,40009,1,1,0,1
3,1,2,1,1,8948,0,2,5,40009,0,1,0,1
1,1,4,0,1,4439,0,3,3,40009,0,0,0,1
4,1,2,1,1,2566,0,2,2,40009,0,1,1,1
4,2,3,1,1,25632,1,2,5,40009,0,1,1,1
2,1,2,0,1,3057,0,1,2,40009,0,0,0,1
3,4,4,1,1,4734,1,1,2,40009,0,1,1,1
2,4,1,0,1,1953,0,2,2,40009,1,1,1,1
1,4,3,1,1,13174,0,1,3,40009,1,1,0,1
4,1,1,1,1,1647,0,2,2,40009,0,1,0,1
1,3,1,0,1,3643,0,2,3,40009,0,0,0,1
1,1,4,1,1,3737,0,1,4,40009,0,1,0,1
3,4,4,1,1,32248,0,1,5,40009,1,1,1,1
4,1,2,1,1,5876,0,2,3,40009,0,0,0,1
3,1,4,1,1,7265,1,1,4,40009,1,1,0,1
3,4,4,0,1,4745,0,1,3,40009,0,0,1,1
4,1,3,1,1,9049,0,2,4,40009,0,1,0,1
1,4,4,0,1,3206,0,1,5,40009,0,0,1,1
3,4,4,0,1,9943,0,2,5,40009,1,1,1,1
3,1,4,1,1,6232,1,2,4,40009,1,1,0,1
1,4,1,0,1,2241,0,2,2,40009,0,1,1,1
4,1,4,1,1,5913,0,1,3,40009,0,1,0,1
4,1,1,1,1,2604,0,2,2,40009,0,1,1,1
1,2,4,0,1,2043,0,2,2,40009,0,0,0,1
4,4,1,1,1,25781,0,2,5,40009,0,0,0,1
1,4,4,0,1,6852,0,1,4,40009,1,1,1,1
3,1,2,1,1,3548,1,1,2,40009,0,1,1,1
2,1,2,1,1,3505,0,1,4,40009,0,0,1,1
2,4,1,1,1,3710,0,1,4,40009,0,1,1,1
1,1,2,1,1,1898,1,2,2,40009,0,1,1,1
2,1,2,1,1,4194,1,1,4,40009,0,1,1,1
4,1,4,0,1,5787,0,2,3,40009,0,0,0,1
2,3,1,0,1,3771,0,2,2,40009,0,0,0,1
2,1,2,0,1,7854,0,3,5,40009,0,1,1,1
4,1,4,1,1,19738,0,1,5,40009,1,1,0,1
1,2,4,1,1,3238,0,1,2,40009,1,1,1,1
3,3,2,0,1,2628,0,2,2,40009,0,0,0,1
2,1,4,0,1,1412,0,2,2,40009,0,0,0,1
1,1,2,1,1,3833,0,3,4,40009,1,1,0,1
4,1,3,1,1,6711,0,1,3,40009,0,1,0,1
3,4,2,0,1,275,0,2,4,40009,0,1,0,1
4,1,2,0,1,5241,0,2,3,40009,0,0,0,1
2,4,1,0,1,21746,0,1,5,40009,0,0,0,1
4,1,4,1,1,7306,1,1,3,40009,0,0,0,1
3,4,3,0,1,3083,0,3,3,40009,0,1,1,1
4,1,4,1,1,5403,0,2,4,40009,1,1,1,1
2,4,2,0,1,3736,0,1,2,40009,0,0,0,1
2,2,1,0,1,2921,0,2,2,40009,0,0,0,1
1,4,2,0,1,3687,0,2,4,40009,0,0,0,1
1,4,1,0,1,8503,0,2,4,40009,0,0,0,1
2,1,2,1,1,3627,1,1,2,40009,1,1,0,1
2,4,1,0,1,4513,0,3,5,40009,0,0,1,1
2,1,2,1,1,8385,1,1,2,40009,1,1,0,1
2,1,2,1,1,5066,0,1,3,40009,1,1,1,1
2,1,1,0,1,1925,0,3,2,40009,0,0,1,1
4,1,4,1,1,9026,1,2,5,40009,0,1,1,1
3,1,4,1,1,2827,1,2,2,40009,0,1,0,1
4,4,4,1,1,33462,0,2,5,40009,0,0,0,1
1,4,2,0,1,5315,0,3,4,40009,0,0,1,1
4,1,4,1,1,7272,1,1,4,40009,0,1,0,1
1,1,2,1,1,4959,0,2,4,40009,0,0,1,1
4,1,2,0,1,3626,0,1,2,40009,0,0,0,1
2,4,1,1,1,3588,0,2,4,40009,0,1,0,1
2,4,1,0,1,6039,0,1,4,40009,0,0,0,1
4,1,3,1,1,5413,1,2,4,40009,1,1,1,1
4,2,4,1,1,5074,0,2,2,40009,0,0,1,1
2,1,4,1,1,4249,1,2,3,40009,0,0,0,1
3,4,2,1,1,45166,1,1,5,40009,0,1,1,1
4,4,4,1,1,25585,0,1,5,40009,0,1,0,1
4,3,1,0,1,5351,0,1,3,40009,0,0,1,1
3,2,1,1,1,1099,1,1,2,40009,1,1,0,1
2,1,3,0,1,27968,0,2,5,40009,0,0,1,1
3,3,4,1,1,4788,1,2,3,40009,1,1,1,1
3,4,2,0,1,7648,0,3,5,40009,0,1,1,1
2,1,4,1,1,9397,0,3,4,40009,0,0,0,1
3,1,2,0,1,7935,0,2,3,40009,0,1,1,1
3,2,3,0,1,8049,0,2,5,40009,0,0,1,1
2,4,2,1,1,46379,0,1,5,40009,0,0,1,1
4,2,4,1,1,11291,0,1,5,40009,0,1,1,1
2,4,2,1,1,31235,1,2,5,40009,0,0,1,1
3,4,4,1,1,8435,1,3,4,40009,0,1,0,1
2,1,2,0,1,2169,0,1,2,40009,0,0,0,1
2,1,3,1,1,7423,1,1,2,40009,0,1,1,1
2,4,2,0,1,5245,0,2,3,40009,0,1,0,1
2,3,4,0,1,3045,0,1,2,40009,0,0,0,1
1,4,3,0,1,1929,0,2,2,40009,0,0,1,1
4,1,4,0,1,10253,0,2,3,40009,0,0,1,1
2,1,2,1,1,3118,0,3,3,40009,0,1,0,1
4,1,4,1,1,4426,0,2,4,40009,0,0,0,1
2,4,2,0,1,13083,0,3,5,40009,0,1,0,1
2,3,1,0,1,5027,0,2,4,40009,0,0,0,1
2,1,2,0,1,8959,0,1,3,40009,0,0,1,1
2,1,2,1,1,467,1,3,3,40009,1,1,0,1
4,4,3,1,1,11719,0,1,5,40009,0,1,0,1
4,1,2,0,1,2100,0,2,2,40009,0,0,0,1
4,1,4,1,1,17750,1,1,4,40009,0,1,1,1
2,4,1,0,1,8451,0,2,5,40009,0,0,1,1
2,4,1,1,1,2365,1,3,2,40009,1,1,0,1
3,2,4,1,1,26074,1,2,5,40009,0,1,0,1
3,1,4,1,1,7431,0,3,4,40009,1,1,0,1
2,2,1,0,1,3598,0,2,4,40009,0,0,1,1
1,3,2,0,1,2166,0,1,2,40009,0,0,0,1
1,1,2,1,1,6295,0,1,4,40009,0,0,0,1
1,4,3,0,1,1845,0,2,2,40009,0,0,1,1
4,1,4,1,1,5536,1,1,3,40009,0,1,0,1
2,4,3,1,1,2510,0,1,3,40009,1,1,0,1
2,1,2,0,1,869,0,1,4,40009,0,0,0,1
4,4,4,1,1,8505,0,2,5,40009,0,0,1,1
4,4,2,0,1,12741,0,2,4,40009,0,0,1,1
4,1,4,0,1,3400,0,3,4,40009,0,0,1,1
1,4,1,0,1,14735,0,3,5,40009,0,0,0,1
3,3,4,0,1,1969,0,2,2,40009,0,0,0,1
4,2,4,1,1,3118,0,2,2,40009,0,0,1,1
2,1,4,1,1,4235,1,1,2,40009,0,1,0,1
1,2,1,1,1,979,1,2,4,40009,0,0,0,1
3,1,1,0,1,4356,0,1,3,40009,0,0,1,1
4,1,3,1,1,8785,1,1,3,40009,0,1,1,1
2,4,1,0,1,15181,0,2,5,40009,0,0,1,1
1,3,1,0,1,1986,0,1,2,40009,0,0,0,1
4,1,4,0,1,10453,0,1,5,40009,0,1,1,1
4,1,4,1,1,14853,0,1,4,40009,0,1,0,1
2,2,4,1,1,2422,0,2,2,40009,0,1,1,1
3,1,1,1,1,1296,1,2,4,40009,0,0,0,1
1,1,2,1,1,195,1,2,2,40009,0,0,0,1
4,2,3,0,1,3797,0,1,3,40009,0,1,1,1
2,3,2,0,1,6717,0,2,4,40009,0,0,1,1
2,1,4,0,1,17898,0,2,4,40009,0,1,0,1
1,4,2,0,1,6776,0,2,4,40009,0,0,1,1
1,4,2,1,1,4722,0,1,4,40009,0,1,0,1
4,1,4,1,1,9503,0,1,3,40009,0,0,1,1
4,4,4,0,1,4703,0,1,4,40009,0,1,1,1
1,1,3,1,1,4159,1,1,4,40009,0,1,0,1
3,1,2,1,1,6897,0,2,4,40009,0,1,1,1
3,2,2,1,1,18287,0,1,5,40009,0,0,0,1
3,2,4,1,1,3456,0,1,2,40009,0,1,0,1
3,1,3,1,1,4096,1,1,2,40009,1,1,1,1
4,1,4,1,1,7589,0,1,4,40009,0,0,0,1
2,2,2,0,1,8675,0,2,3,40009,0,1,0,1
3,1,3,1,1,2860,1,1,4,40009,0,0,1,1
3,1,2,1,1,5314,1,2,4,40009,0,1,0,1
3,3,2,0,1,1896,0,1,2,40009,0,1,1,1
2,4,1,1,1,16066,1,3,5,40009,1,1,0,1
2,3,1,0,1,2769,0,1,2,40009,0,0,0,1
4,1,4,1,1,14153,1,1,4,40009,0,0,0,1
2,4,2,0,1,630,0,1,2,40009,0,0,0,1
3,1,4,1,1,5444,1,1,4,40009,0,1,0,1
3,2,2,0,1,1948,0,2,3,40009,0,0,1,1
2,2,4,0,1,2717,0,2,2,40009,0,0,0,1
1,2,2,0,1,2756,0,2,4,40009,0,0,0,1
2,4,1,0,1,4926,0,3,3,40009,0,0,0,1
1,4,1,0,1,2212,0,2,2,40009,0,0,0,1
3,1,3,1,1,5194,1,1,4,40009,0,1,1,1
3,2,4,0,1,3788,0,2,2,40009,1,1,0,1
2,1,4,1,1,1658,0,1,2,40009,0,0,0,1
2,2,2,0,1,1857,0,1,2,40009,0,0,0,1
2,1,1,0,1,4352,0,1,2,40009,0,1,1,1
4,1,4,1,1,4227,1,2,4,40009,1,1,1,1
1,1,3,0,1,8133,0,2,4,40009,0,0,1,1
3,2,4,1,1,1206,1,2,2,40009,1,1,0,1
3,2,4,0,1,10503,0,1,2,40009,0,0,1,1
4,1,4,1,1,2131,0,2,3,40009,0,0,0,1
3,4,3,1,1,38398,0,1,5,40009,0,0,1,1
1,1,4,0,1,582,0,1,2,40009,0,0,0,1
4,1,2,1,1,2291,0,1,2,40009,0,0,0,1
4,4,4,0,1,4818,0,1,3,40009,0,1,0,1
2,1,4,0,1,3247,0,3,4,40009,0,0,0,1
2,1,2,0,1,2941,0,1,2,40009,1,1,0,1
3,2,2,0,1,3907,0,1,4,40009,0,1,1,1
2,4,1,0,1,2272,0,2,3,40009,0,0,1,1
2,4,1,0,1,6124,0,1,3,40009,0,0,1,1
3,1,4,0,1,4125,0,3,4,40009,0,1,0,1
1,3,1,0,1,10742,0,1,5,40009,1,1,0,1
4,1,4,0,1,2447,0,1,3,40009,0,0,1,1
2,3,1,1,1,2226,1,2,2,40009,1,1,1,1
3,2,4,1,1,3307,1,1,2,40009,0,1,0,1
2,1,1,1,1,7768,1,1,4,40009,0,1,0,1
4,1,4,1,1,5545,0,1,4,40009,0,1,0,1
2,3,2,0,1,1330,0,2,2,40009,0,0,1,1
4,1,4,0,1,4467,0,1,4,40009,0,0,1,1
2,2,2,0,1,10074,0,3,5,40009,0,0,1,1
3,1,4,1,2,7434,0,2,4,40009,0,0,0,0
2,2,2,0,2,887,0,2,4,40009,0,1,1,0
1,3,1,1,2,4958,1,2,3,40009,0,1,1,0
3,3,3,1,2,1345,1,2,4,40009,0,1,0,0
4,1,4,0,2,6340,0,2,3,40009,0,0,1,0
4,1,4,0,2,4364,0,1,4,40009,0,0,1,0
2,1,2,1,2,8422,1,1,4,40009,0,1,0,0
3,1,4,1,2,8760,1,1,3,40009,0,1,1,0
4,1,4,1,2,3047,1,2,4,40009,0,0,1,0
2,1,2,1,2,1323,1,1,2,40009,0,0,0,0
4,4,4,1,2,7970,0,1,4,40009,0,0,1,0
2,3,1,1,2,9156,0,1,3,40009,1,1,0,0
2,4,1,1,2,18430,0,1,5,40009,0,0,1,0
1,4,1,0,2,31624,0,3,5,40009,0,1,1,0
4,1,4,0,2,7846,0,1,4,40009,0,0,1,0
1,1,2,1,2,3711,0,2,2,40009,0,0,0,0
4,1,4,0,2,2372,0,2,2,40009,0,0,1,0
4,4,4,0,2,19384,0,2,5,40009,0,1,0,0
4,4,3,0,2,11227,0,1,3,40009,0,0,1,0
2,1,4,1,2,7248,1,1,3,40009,0,0,0,0
4,1,4,1,2,8549,0,1,3,40009,0,1,1,0
3,1,3,1,2,9138,0,1,3,40009,0,1,1,0
4,1,2,0,2,26780,0,2,5,40009,0,1,0,0
4,4,2,1,2,19882,0,2,5,40009,0,0,1,0
3,1,2,1,2,3917,0,2,2,40009,1,1,1,0
3,1,1,1,2,1548,1,1,2,40009,0,1,0,0
4,1,3,1,2,5354,1,3,4,40009,0,0,1,0
2,1,4,0,2,8464,0,2,5,40009,0,1,1,0
3,2,1,1,2,283,1,1,2,40009,0,0,1,0
3,3,3,1,2,1710,1,2,2,40009,0,1,1,0
3,4,2,0,2,1927,0,1,2,40009,0,0,0,0
3,3,3,0,2,5777,0,1,4,40009,0,1,0,0
2,4,2,1,2,7837,0,2,4,40009,0,1,0,0
2,1,2,1,2,2413,1,1,2,40009,0,0,0,0
2,2,1,0,2,1015,0,1,2,40009,0,0,1,0
3,2,4,0,2,3141,0,1,2,40009,0,0,1,0
3,4,4,0,2,4469,0,1,2,40009,0,1,0,0
4,1,4,0,2,5373,0,2,4,40009,0,1,0,0
4,1,4,1,2,13086,1,1,3,40009,1,1,0,0
3,1,2,1,2,11497,1,3,4,40009,0,1,0,0
4,1,3,1,2,12754,0,2,3,40009,0,0,0,0
4,1,4,0,2,9817,0,1,5,40009,0,0,1,0
4,2,4,1,2,45493,0,1,5,40009,0,0,1,0
2,1,4,1,2,4756,1,1,2,40009,0,1,0,0
2,3,2,1,2,2421,1,2,2,40009,1,1,0,0
4,1,3,1,2,7930,0,2,4,40009,0,1,0,0
1,1,1,1,2,1221,1,2,2,40009,1,1,1,0
1,4,1,0,2,1296,0,2,3,40009,0,0,1,0
3,4,1,1,2,14589,1,2,4,40009,0,0,0,0
2,2,2,1,2,2445,0,2,2,40009,0,1,0,0
4,4,2,0,2,2284,0,2,4,40009,0,0,1,0
4,1,2,0,2,11413,0,1,3,40009,0,0,0,0
1,2,3,1,2,23955,1,2,4,40009,0,1,0,0
2,2,2,0,2,1031,0,1,2,40009,1,1,0,0
4,1,1,0,2,6227,0,1,2,40009,0,0,1,0
3,1,4,1,2,7299,0,1,4,40009,0,1,1,0
2,4,4,0,2,223,0,1,2,40009,0,0,0,0
4,2,2,1,2,6750,0,3,4,40009,1,1,1,0
3,1,3,1,2,1898,0,1,2,40009,1,1,0,0
2,4,1,1,2,20152,1,2,5,40009,0,1,1,0
1,2,2,1,2,4290,1,2,4,40009,0,1,0,0
3,4,4,0,2,3236,0,2,2,40009,0,0,0,0
4,4,1,1,2,2081,1,2,2,40009,0,1,1,0
2,2,4,1,2,6651,0,2,3,40009,0,1,1,0
2,1,3,1,2,5853,0,1,3,40009,0,1,1,0
3,2,4,1,2,3780,0,1,2,40009,0,1,0,0
3,2,2,1,2,2531,1,1,2,40009,0,0,1,0
3,4,2,0,2,6443,0,1,3,40009,0,0,1,0
2,4,1,0,2,3421,0,3,3,40009,0,0,1,0
4,1,4,1,2,5184,0,1,4,40009,0,0,0,0
1,4,1,0,2,1445,0,1,2,40009,0,1,0,0
3,2,4,0,2,2366,0,1,2,40009,0,1,0,0
1,4,1,0,2,2959,0,1,2,40009,0,0,1,0
4,4,4,1,2,4777,0,1,4,40009,0,0,1,0
4,1,2,1,2,11633,1,1,2,40009,1,1,0,0
1,2,1,1,2,14339,1,1,5,40009,0,0,1,0
4,2,4,1,2,10939,0,1,4,40009,0,0,1,0
3,1,2,1,2,7564,1,2,5,40009,0,1,0,0
2,1,4,1,2,15859,0,3,5,40009,0,0,0,0
3,1,2,1,2,2081,0,1,2,40009,0,1,0,0
2,4,2,0,2,30865,0,1,5,40009,0,0,1,0
1,4,2,0,2,1957,0,1,4,40009,0,0,1,0
3,1,2,1,2,1837,1,3,2,40009,1,1,0,0
2,4,3,1,2,15199,0,3,4,40009,0,0,1,0
4,2,2,0,2,3952,0,1,3,40009,0,0,1,0
4,1,4,1,2,7475,0,2,3,40009,0,1,1,0
4,1,4,1,2,4122,0,2,2,40009,0,0,1,0
1,3,2,0,2,4103,0,1,2,40009,0,0,1,0
2,1,3,0,2,5706,0,2,4,40009,0,1,1,0
2,1,2,0,2,2554,0,2,2,40009,0,1,0,0
4,2,2,0,2,12851,0,1,5,40009,0,1,1,0
4,1,4,0,2,4514,0,1,3,40009,0,1,1,0
2,1,2,0,2,5053,0,2,3,40009,0,0,1,0
3,3,4,0,2,2695,0,3,2,40009,0,0,0,0
4,4,3,1,2,7556,1,1,2,40009,1,1,1,0
4,1,2,1,2,5124,1,3,4,40009,0,1,1,0
2,2,4,1,2,7929,1,2,4,40009,0,1,1,0
4,1,2,1,2,1955,0,2,3,40009,0,1,1,0
2,3,2,0,2,7678,0,1,3,40009,0,0,1,0
2,2,1,1,2,2628,1,2,2,40009,0,0,1,0
1,4,2,0,2,8262,0,1,4,40009,1,1,0,0
3,1,4,1,2,4512,0,1,3,40009,0,1,0,0
4,1,4,1,2,12288,1,1,3,40009,0,1,0,0
1,1,1,1,2,1652,0,2,3,40009,0,1,1,0
3,1,2,1,2,6600,1,2,4,40009,0,0,1,0
4,1,3,1,2,2435,1,1,2,40009,1,1,0,0
2,4,1,0,2,5788,0,2,4,40009,0,0,1,0
2,3,3,1,2,3739,0,2,4,40009,0,1,1,0
2,4,1,0,2,13812,0,2,5,40009,0,0,1,0
4,1,4,1,2,2298,1,1,3,40009,1,1,1,0
4,1,2,1,2,3327,0,3,3,40009,0,1,1,0
3,4,3,1,2,14023,0,1,5,40009,0,1,1,0
2,3,1,1,2,1322,0,2,2,40009,0,0,1,0
2,1,2,0,2,8705,0,1,3,40009,1,1,0,0
1,4,1,0,2,7372,0,2,4,40009,0,1,1,0
3,1,2,1,2,4297,0,1,3,40009,0,0,1,0
2,2,1,0,2,3147,0,1,3,40009,0,0,1,0
3,1,3,0,2,1943,0,1,2,40009,0,0,1,0
2,4,1,0,2,18820,0,2,5,40009,0,0,0,0
2,1,2,0,2,1146,0,2,3,40009,1,1,0,0
2,1,2,1,2,3745,1,1,2,40009,0,0,0,0
2,2,4,0,2,1536,0,1,3,40009,0,0,0,0
2,4,2,1,2,1882,0,3,2,40009,0,1,1,0
2,2,1,0,2,8739,0,2,3,40009,0,0,1,0
4,1,4,1,2,7329,1,1,4,40009,0,1,0,0
3,1,4,1,2,6821,0,1,4,40009,0,1,1,0
4,1,3,1,2,3132,1,1,2,40009,0,0,1,0
4,1,4,1,2,4439,1,1,3,40009,1,1,0,0
2,3,3,1,2,2952,1,1,3,40009,0,0,1,0
4,1,4,1,2,14175,0,1,3,40009,0,0,0,0
3,4,2,0,2,301,0,1,2,40009,0,0,1,0
2,4,1,0,2,21783,0,1,5,40009,0,0,1,0
2,4,1,0,2,1976,0,1,2,40009,0,1,1,0
3,1,2,0,2,2467,0,3,4,40009,0,1,1,0
4,1,4,0,2,5913,0,1,4,40009,0,0,0,0
3,1,2,1,2,7166,0,2,3,40009,1,1,1,0
3,2,3,1,2,7053,0,2,4,40009,0,0,0,0
4,4,4,0,2,13481,0,2,5,40009,0,0,0,0
4,4,4,1,2,8297,0,1,4,40009,0,1,1,0
2,3,2,0,2,810,0,1,2,40009,0,0,0,0
1,3,2,1,2,6410,1,1,3,40009,1,1,0,0
2,2,2,1,2,2627,0,3,2,40009,0,1,1,0
3,1,1,0,2,4328,0,2,3,40009,0,0,0,0
4,1,2,1,2,3094,0,1,2,40009,0,1,0,0
2,4,1,0,2,6733,0,1,2,40009,0,0,0,0
2,1,2,1,2,11395,0,1,4,40009,1,1,1,0
4,4,4,0,2,25353,0,1,5,40009,0,0,1,0
2,3,1,1,2,4491,0,1,4,40009,1,1,0,0
4,1,3,0,2,2820,0,2,3,40009,0,0,1,0
3,4,1,1,2,2484,1,1,2,40009,0,0,0,0
4,1,4,1,2,2914,0,1,3,40009,0,1,1,0
2,4,1,0,2,17082,0,2,5,40009,1,1,1,0
4,1,4,1,2,6800,0,1,4,40009,0,1,1,0
3,1,3,1,2,18514,1,1,5,40009,0,0,1,0
2,4,1,0,2,16538,0,2,5,40009,0,0,1,0
3,4,3,0,2,9331,0,2,4,40009,1,1,1,0
3,4,2,0,2,4162,0,2,4,40009,0,1,1,0
4,1,4,1,2,3349,1,2,4,40009,0,1,1,0
4,1,2,1,2,2182,0,2,3,40009,0,0,1,0
1,4,1,1,2,12339,1,2,3,40009,0,0,0,0
2,1,1,0,2,6721,0,2,4,40009,0,0,1,0
1,1,4,0,2,1867,0,2,2,40009,0,0,0,0
3,2,1,1,2,2594,1,2,2,40009,0,1,0,0
4,3,3,0,2,3769,0,2,2,40009,0,0,0,0
3,2,2,1,2,16282,0,2,5,40009,0,1,0,0
3,2,1,1,2,5757,1,1,2,40009,1,1,1,0
3,4,4,1,2,17860,0,1,5,40009,0,1,0,0
4,1,4,1,2,2061,0,2,2,40009,1,1,0,0
2,4,2,1,2,59609,1,1,5,40009,0,1,1,0
3,1,2,0,2,10826,0,2,4,40009,0,0,1,0
4,1,4,0,2,5405,0,2,4,40009,0,1,0,0
1,1,4,1,2,3273,1,3,2,40009,0,1,0,0
1,3,3,0,2,1114,0,1,4,40009,0,0,1,0
1,1,3,0,2,4685,0,3,4,40009,0,0,1,0
4,1,3,1,2,1621,1,1,2,40009,0,0,1,0
1,1,3,0,2,6187,0,1,4,40009,0,0,0,0
4,1,4,1,2,4597,0,1,4,40009,0,0,0,0
4,1,4,1,2,14755,1,1,3,40009,0,1,0,0
2,1,2,0,2,1958,0,1,3,40009,0,1,1,0
2,3,2,1,2,3860,1,2,3,40009,0,1,0,0
3,2,3,0,2,16697,0,2,5,40009,0,1,1,0
4,4,2,1,2,3377,0,1,3,40009,0,0,1,0
4,1,2,0,2,14302,0,1,5,40009,0,0,1,0
1,2,1,0,2,7341,0,2,3,40009,0,1,1,0
3,2,3,1,2,1983,1,1,2,40009,0,0,0,0
4,1,4,1,2,4903,0,1,4,40009,0,1,0,0
1,1,2,1,2,11772,1,2,4,40009,0,0,0,0
2,4,1,0,2,13232,0,3,5,40009,0,0,1,0
4,1,3,1,2,7302,1,2,4,40009,0,1,1,0
2,3,2,1,2,6555,1,1,2,40009,0,0,1,0
4,1,3,0,2,2401,0,2,5,40009,0,1,0,0
3,1,3,0,2,9476,0,2,4,40009,0,0,0,0
2,4,2,0,2,2064,0,3,2,40009,0,0,0,0
3,1,2,1,2,2847,0,1,3,40009,0,0,0,0
4,1,4,1,2,3469,1,2,4,40009,0,1,1,0
4,2,4,1,2,31553,0,1,5,40009,0,1,0,0
4,1,2,0,2,1134,0,3,2,40009,0,1,0,0
4,2,4,0,2,8580,0,1,3,40009,0,0,0,0
2,4,2,1,2,3432,0,1,2,40009,0,1,1,0
2,1,1,1,2,1011,1,2,2,40009,0,0,1,0
1,2,4,0,2,2143,0,1,2,40009,1,1,0,0
3,4,1,1,2,698,1,2,2,40009,0,1,0,0
4,2,1,0,2,5264,0,1,2,40009,0,0,1,0
4,4,4,0,2,7505,0,1,4,40009,0,0,1,0
2,4,2,1,2,2214,1,1,2,40009,0,0,1,0
2,2,4,1,2,10809,0,1,5,40009,0,0,1,0
4,1,4,1,2,3070,1,3,4,40009,0,1,1,0
4,1,4,1,2,30717,0,1,5,40009,0,0,1,0
3,2,1,1,2,2368,0,2,2,40009,0,0,0,0
3,1,4,1,2,3745,0,1,4,40009,0,1,0,0
2,1,1,1,2,585,1,2,2,40009,0,0,0,0
3,1,4,1,2,2121,0,1,3,40009,0,1,1,0
2,4,2,0,2,3263,0,1,4,40009,0,0,1,0
3,3,2,0,2,1982,0,1,2,40009,0,0,1,0
3,1,4,1,2,831,0,3,2,40009,0,1,0,0
3,1,2,1,2,2674,0,2,2,40009,0,0,1,0
1,4,2,0,2,625,0,1,2,40009,0,0,0,0
1,4,1,0,2,1443,0,3,5,40009,0,0,1,0
3,1,3,1,2,5776,1,2,3,40009,0,1,1,0
3,1,2,0,2,3296,0,1,3,40009,0,0,1,0
2,1,2,0,2,12132,0,3,5,40009,0,0,0,0
3,1,3,1,2,10107,0,1,4,40009,0,0,1,0
3,1,1,1,2,1078,1,2,3,40009,0,0,1,0
4,3,2,0,2,1408,0,2,2,40009,0,1,0,0
4,1,4,1,2,3059,1,1,2,40009,0,0,1,0
2,1,1,0,2,2554,0,2,2,40009,0,0,1,0
3,4,1,1,2,2073,0,2,3,40009,0,1,1,0
3,1,2,1,2,17006,0,1,5,40009,0,0,1,0
3,4,1,1,2,2009,0,2,2,40009,0,0,0,0
4,4,2,1,2,12692,1,1,3,40009,0,1,0,0
1,4,2,0,2,4545,0,1,2,40009,0,0,1,0
3,1,2,1,2,12935,0,3,5,40009,0,1,1,0
2,2,1,0,2,6070,0,1,4,40009,0,0,1,0
2,2,4,1,2,23515,1,1,5,40009,0,1,1,0
2,1,4,0,2,8962,0,2,4,40009,0,0,1,0
4,1,4,1,2,4674,0,1,4,40009,0,0,0,0
